,origin,destination,Origin_city,Destination_city,Fly_date,year,month,name_x,origin_latitude,origin_longitude,name_y,destination_latitude,destination_longitude
3093637,PVD,DAY,"Providence, RI","Dayton, OH",2007-10-01,2007,10,Theodore Francis Green State Airport,41.725038,-71.425668,James M Cox Dayton International Airport,39.902401,-84.219398
847473,DAY,DTW,"Dayton, OH","Detroit, MI",1998-03-01,1998,3,James M Cox Dayton International Airport,39.902401,-84.219398,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2409423,MEM,DCA,"Memphis, TN","Washington, DC",1997-01-01,1997,1,Memphis International Airport,35.04240036010742,-89.97669982910156,Ronald Reagan Washington National Airport,38.8521,-77.037697
3276484,TPA,PVD,"Tampa, FL","Providence, RI",2002-12-01,2002,12,Tampa International Airport,27.975500106811523,-82.533203125,Theodore Francis Green State Airport,41.725038,-71.425668
424748,DFW,MEM,"Dallas, TX","Memphis, TN",1996-04-01,1996,4,Dallas Fort Worth International Airport,32.896801,-97.038002,Memphis International Airport,35.04240036010742,-89.97669982910156
680099,ORD,CLT,"Chicago, IL","Charlotte, NC",2001-02-01,2001,2,Chicago O'Hare International Airport,41.9786,-87.9048,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
1091722,MHT,EWR,"Manchester, NH","Newark, NJ",1992-07-01,1992,7,Manchester-Boston Regional Airport,42.932598,-71.435699,Newark Liberty International Airport,40.692501,-74.168701
2199474,TPA,IND,"Tampa, FL","Indianapolis, IN",1996-01-01,1996,1,Tampa International Airport,27.975500106811523,-82.533203125,Indianapolis International Airport,39.7173,-86.294403
156987,BMI,ORD,"Bloomington, IL","Chicago, IL",2002-01-01,2002,1,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,Chicago O'Hare International Airport,41.9786,-87.9048
2610805,CMH,BOS,"Columbus, OH","Boston, MA",2000-08-01,2000,8,John Glenn Columbus International Airport,39.998001,-82.891899,Logan International Airport,42.3643,-71.005203
2239948,SLC,MCI,"Salt Lake City, UT","Kansas City, MO",1994-03-01,1994,3,Salt Lake City International Airport,40.785749,-111.979746,Kansas City International Airport,39.2976,-94.713898
1316478,DFW,ATL,"Dallas, TX","Atlanta, GA",1995-08-01,1995,8,Dallas Fort Worth International Airport,32.896801,-97.038002,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
8390,SAT,ORD,"San Antonio, TX","Chicago, IL",1997-09-01,1997,9,San Antonio International Airport,29.533701,-98.469803,Chicago O'Hare International Airport,41.9786,-87.9048
3530404,ROC,BGM,"Rochester, NY","Binghamton, NY",2003-05-01,2003,5,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736
2756122,DTW,GRB,"Detroit, MI","Green Bay, WI",2006-07-01,2006,7,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Austin Straubel International Airport,44.483459,-88.130805
3008548,MCI,MCO,"Kansas City, MO","Orlando, FL",2009-02-01,2009,2,Kansas City International Airport,39.2976,-94.713898,Orlando International Airport,28.429399490356445,-81.30899810791016
1365672,TOL,ATL,"Toledo, OH","Atlanta, GA",1997-07-01,1997,7,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
348054,MCO,STL,"Orlando, FL","St. Louis, MO",1997-05-01,1997,5,Orlando International Airport,28.429399490356445,-81.30899810791016,St Louis Lambert International Airport,38.748697,-90.370003
870197,TVC,DTW,"Traverse City, MI","Detroit, MI",1991-09-01,1991,9,Cherry Capital Airport,44.74140167236328,-85.58219909667969,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2529842,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",1992-12-01,1992,12,Salt Lake City International Airport,40.785749,-111.979746,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053
1816992,ORD,OKC,"Chicago, IL","Oklahoma City, OK",1994-12-01,1994,12,Chicago O'Hare International Airport,41.9786,-87.9048,Will Rogers World Airport,35.393101,-97.6007
2251662,ORD,MSN,"Chicago, IL","Madison, WI",1991-11-01,1991,11,Chicago O'Hare International Airport,41.9786,-87.9048,Dane County Regional Truax Field,43.1399,-89.337502
2579971,MCO,BOS,"Orlando, FL","Boston, MA",1996-02-01,1996,2,Orlando International Airport,28.429399490356445,-81.30899810791016,Logan International Airport,42.3643,-71.005203
609052,ANC,PDX,"Anchorage, AK","Portland, OR",1996-10-01,1996,10,Ted Stevens Anchorage International Airport,61.1744,-149.996002,Portland International Airport,45.58869934,-122.5979996
505499,SEA,LAX,"Seattle, WA","Los Angeles, CA",2003-11-01,2003,11,Seattle–Tacoma International Airport,47.449162,-122.311134,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
2731635,MDW,SEA,"Chicago, IL","Seattle, WA",1993-02-01,1993,2,Chicago Midway International Airport,41.785999,-87.752403,Seattle–Tacoma International Airport,47.449162,-122.311134
1151457,CLE,MSP,"Cleveland, OH","Minneapolis, MN",2002-02-01,2002,2,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
837524,JFK,DTW,"New York, NY","Detroit, MI",1995-02-01,1995,2,John F Kennedy International Airport,40.639447,-73.779317,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
537872,STL,LAX,"St. Louis, MO","Los Angeles, CA",1992-09-01,1992,9,St Louis Lambert International Airport,38.748697,-90.370003,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
3092267,MKE,DAY,"Milwaukee, WI","Dayton, OH",2008-09-01,2008,9,General Mitchell International Airport,42.94720077514648,-87.89659881591797,James M Cox Dayton International Airport,39.902401,-84.219398
3556724,MSP,ABR,"Minneapolis, MN","Aberdeen, SD",2005-05-01,2005,5,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Aberdeen Regional Airport,45.449100494384766,-98.42179870605467
2191247,LGA,IND,"New York, NY","Indianapolis, IN",1991-09-01,1991,9,La Guardia Airport,40.777199,-73.872597,Indianapolis International Airport,39.7173,-86.294403
1995892,SYR,ABE,"Syracuse, NY","Allentown, PA",2002-04-01,2002,4,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,Lehigh Valley International Airport,40.651773,-75.442797
2798123,FLL,LGA,"Fort Lauderdale, FL","New York, NY",2005-02-01,2005,2,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,La Guardia Airport,40.777199,-73.872597
707236,TPA,CLT,"Tampa, FL","Charlotte, NC",1992-10-01,1992,10,Tampa International Airport,27.975500106811523,-82.533203125,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
3402373,MCO,PBI,"Orlando, FL","West Palm Beach, FL",2005-06-01,2005,6,Orlando International Airport,28.429399490356445,-81.30899810791016,Palm Beach International Airport,26.68320083618164,-80.09559631347656
1996147,IND,ABE,"Indianapolis, IN","Allentown, PA",2009-12-01,2009,12,Indianapolis International Airport,39.7173,-86.294403,Lehigh Valley International Airport,40.651773,-75.442797
1627087,TOL,CVG,"Toledo, OH","Cincinnati, OH",2005-04-01,2005,4,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
1377489,PBI,ATL,"West Palm Beach, FL","Atlanta, GA",2001-04-01,2001,4,Palm Beach International Airport,26.68320083618164,-80.09559631347656,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
3249583,LBB,DAL,"Lubbock, TX","Dallas, TX",1995-11-01,1995,11,Lubbock Preston Smith International Airport,33.663601,-101.822998,Dallas Love Field,32.847099,-96.851799
1111899,LAX,EWR,"Los Angeles, CA","Newark, NJ",1999-06-01,1999,6,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Newark Liberty International Airport,40.692501,-74.168701
1017684,LAX,SLC,"Los Angeles, CA","Salt Lake City, UT",2005-01-01,2005,1,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Salt Lake City International Airport,40.785749,-111.979746
368554,MCI,STL,"Kansas City, MO","St. Louis, MO",1990-03-01,1990,3,Kansas City International Airport,39.2976,-94.713898,St Louis Lambert International Airport,38.748697,-90.370003
1451851,IND,IAH,"Indianapolis, IN","Houston, TX",1994-06-01,1994,6,Indianapolis International Airport,39.7173,-86.294403,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
909203,MEM,DFW,"Memphis, TN","Dallas, TX",2005-05-01,2005,5,Memphis International Airport,35.04240036010742,-89.97669982910156,Dallas Fort Worth International Airport,32.896801,-97.038002
1183061,DFW,MSP,"Dallas, TX","Minneapolis, MN",1998-01-01,1998,1,Dallas Fort Worth International Airport,32.896801,-97.038002,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
51421,DFW,ORD,"Dallas, TX","Chicago, IL",2001-01-01,2001,1,Dallas Fort Worth International Airport,32.896801,-97.038002,Chicago O'Hare International Airport,41.9786,-87.9048
1737959,LAX,SFO,"Los Angeles, CA","San Francisco, CA",2008-10-01,2008,10,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,San Francisco International Airport,37.61899948120117,-122.375
403545,CLT,MEM,"Charlotte, NC","Memphis, TN",2009-12-01,2009,12,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Memphis International Airport,35.04240036010742,-89.97669982910156
1290436,DTW,ATL,"Detroit, MI","Atlanta, GA",1998-02-01,1998,2,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1288666,CVG,ATL,"Cincinnati, OH","Atlanta, GA",2009-12-01,2009,12,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1531752,SFO,PHX,"San Francisco, CA","Phoenix, AZ",2005-11-01,2005,11,San Francisco International Airport,37.61899948120117,-122.375,Phoenix Sky Harbor International Airport,33.435302,-112.005905
1850467,BOS,CLE,"Boston, MA","Cleveland, OH",2002-09-01,2002,9,Logan International Airport,42.3643,-71.005203,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
654522,MSY,CLT,"New Orleans, LA","Charlotte, NC",2003-10-01,2003,10,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
3241465,MSY,DAL,"New Orleans, LA","Dallas, TX",1994-02-01,1994,2,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,Dallas Love Field,32.847099,-96.851799
555811,HNL,LAX,"Honolulu, HI","Los Angeles, CA",1994-04-01,1994,4,Daniel K Inouye International Airport,21.32062,-157.924228,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
68318,LGA,ORD,"New York, NY","Chicago, IL",2006-08-01,2006,8,La Guardia Airport,40.777199,-73.872597,Chicago O'Hare International Airport,41.9786,-87.9048
3164665,BDL,FLL,"Hartford, CT","Fort Lauderdale, FL",2001-08-01,2001,8,Bradley International Airport,41.93851,-72.688066,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
1425370,PHX,IAH,"Phoenix, AZ","Houston, TX",2002-11-01,2002,11,Phoenix Sky Harbor International Airport,33.435302,-112.005905,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
2375666,ATL,BUF,"Atlanta, GA","Buffalo, NY",1991-08-01,1991,8,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Buffalo Niagara International Airport,42.94049835,-78.73220062
1052127,ANC,FAI,"Anchorage, AK","Fairbanks, AK",2002-03-01,2002,3,Ted Stevens Anchorage International Airport,61.1744,-149.996002,Fairbanks International Airport,64.81510162,-147.8560028
2825473,SJC,RFD,"San Jose, CA","Rockford, IL",2003-10-01,2003,10,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,Chicago Rockford International Airport,42.1954,-89.097198
1815395,ATL,OKC,"Atlanta, GA","Oklahoma City, OK",2005-04-01,2005,4,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Will Rogers World Airport,35.393101,-97.6007
3576521,CEC,EKA,"Crescent City, CA","Eureka, CA",2004-11-01,2004,11,Jack Mc Namara Field Airport,41.78020096,-124.2369995,Murray Field,40.8033981323,-124.112998962
2980403,BWI,MCO,"Baltimore, MD","Orlando, FL",2004-05-01,2004,5,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Orlando International Airport,28.429399490356445,-81.30899810791016
1522893,LIT,PHX,"Little Rock, AR","Phoenix, AZ",1997-01-01,1997,1,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,Phoenix Sky Harbor International Airport,33.435302,-112.005905
613419,GEG,PDX,"Spokane, WA","Portland, OR",1990-01-01,1990,1,Spokane International Airport,47.6199,-117.533997,Portland International Airport,45.58869934,-122.5979996
467300,YIP,MEM,"Detroit, MI","Memphis, TN",2000-03-01,2000,3,Willow Run Airport,42.23789978,-83.53040314,Memphis International Airport,35.04240036010742,-89.97669982910156
2666981,BWI,BDL,"Baltimore, MD","Hartford, CT",2000-02-01,2000,2,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Bradley International Airport,41.93851,-72.688066
2356353,TPA,MIA,"Tampa, FL","Miami, FL",2004-12-01,2004,12,Tampa International Airport,27.975500106811523,-82.533203125,Miami International Airport,25.79319953918457,-80.29060363769531
1363389,SAV,ATL,"Savannah, GA","Atlanta, GA",2004-09-01,2004,9,Savannah Hilton Head International Airport,32.12760162,-81.20210266,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
3105218,PIT,ALB,"Pittsburgh, PA","Albany, NY",1999-12-01,1999,12,Pittsburgh International Airport,40.49150085,-80.23290253,Albany International Airport,42.74829864501953,-73.80169677734375
2355098,DAY,MIA,"Dayton, OH","Miami, FL",2005-12-01,2005,12,James M Cox Dayton International Airport,39.902401,-84.219398,Miami International Airport,25.79319953918457,-80.29060363769531
3391082,MCO,TLH,"Orlando, FL","Tallahassee, FL",1990-08-01,1990,8,Orlando International Airport,28.429399490356445,-81.30899810791016,Tallahassee Regional Airport,30.3965,-84.350304
2701109,DFW,SPS,"Dallas, TX","Wichita Falls, TX",2008-03-01,2008,3,Dallas Fort Worth International Airport,32.896801,-97.038002,Sheppard Air Force Base / Wichita Falls Municipal Airport,33.9888,-98.491898
2430940,JAX,DCA,"Jacksonville, FL","Washington, DC",1992-12-01,1992,12,Jacksonville International Airport,30.49410057067871,-81.68789672851562,Ronald Reagan Washington National Airport,38.8521,-77.037697
2917331,IAD,BWI,"Washington, DC","Baltimore, MD",2000-05-01,2000,5,Washington Dulles International Airport,38.9445,-77.455803,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
186878,SLC,OAK,"Salt Lake City, UT","Oakland, CA",1998-05-01,1998,5,Salt Lake City International Airport,40.785749,-111.979746,Metropolitan Oakland International Airport,37.721298,-122.221001
664631,BNA,CLT,"Nashville, TN","Charlotte, NC",1991-06-01,1991,6,Nashville International Airport,36.1245002746582,-86.6781997680664,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2798405,FLL,LGA,"Fort Lauderdale, FL","New York, NY",2008-06-01,2008,6,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,La Guardia Airport,40.777199,-73.872597
1512053,LAS,PHX,"Las Vegas, NV","Phoenix, AZ",2003-08-01,2003,8,Harry Reid International Airport,36.083361,-115.151817,Phoenix Sky Harbor International Airport,33.435302,-112.005905
1133837,MYR,EWR,"Myrtle Beach, SC","Newark, NJ",2002-06-01,2002,6,Myrtle Beach International Airport,33.6796989441,-78.9282989502,Newark Liberty International Airport,40.692501,-74.168701
3285876,DTW,FWA,"Detroit, MI","Fort Wayne, IN",2008-12-01,2008,12,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Fort Wayne International Airport,40.9785,-85.195099
1175503,MEM,MSP,"Memphis, TN","Minneapolis, MN",2002-04-01,2002,4,Memphis International Airport,35.04240036010742,-89.97669982910156,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1206948,DCA,MSP,"Washington, DC","Minneapolis, MN",1992-02-01,1992,2,Ronald Reagan Washington National Airport,38.8521,-77.037697,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1860544,PHX,CLE,"Phoenix, AZ","Cleveland, OH",2002-11-01,2002,11,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
1760761,SEA,SMF,"Seattle, WA","Sacramento, CA",2007-12-01,2007,12,Seattle–Tacoma International Airport,47.449162,-122.311134,Sacramento International Airport,38.69540023803711,-121.59100341796876
359272,MSP,STL,"Minneapolis, MN","St. Louis, MO",1992-02-01,1992,2,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,St Louis Lambert International Airport,38.748697,-90.370003
2030539,ORD,PHL,"Chicago, IL","Philadelphia, PA",1997-06-01,1997,6,Chicago O'Hare International Airport,41.9786,-87.9048,Philadelphia International Airport,39.87189865112305,-75.24109649658203
2025866,MIA,PHL,"Miami, FL","Philadelphia, PA",1995-01-01,1995,1,Miami International Airport,25.79319953918457,-80.29060363769531,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1579872,SNA,SJC,"Santa Ana, CA","San Jose, CA",1991-01-01,1991,1,John Wayne Orange County International Airport,33.675701,-117.867996,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188
3568903,OGG,ITO,"Kahului, HI","Hilo, HI",1990-01-01,1990,1,Kahului International Airport,20.898543,-156.431212,Hilo International Airport,19.721399,-155.048004
1725488,LAS,SFO,"Las Vegas, NV","San Francisco, CA",2009-04-01,2009,4,Harry Reid International Airport,36.083361,-115.151817,San Francisco International Airport,37.61899948120117,-122.375
1996029,IND,ABE,"Indianapolis, IN","Allentown, PA",2004-05-01,2004,5,Indianapolis International Airport,39.7173,-86.294403,Lehigh Valley International Airport,40.651773,-75.442797
3227344,DTW,GSO,"Detroit, MI","Greensboro, NC",2005-09-01,2005,9,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Piedmont Triad International Airport,36.097801,-79.937302
1616397,IND,CVG,"Indianapolis, IN","Cincinnati, OH",1993-05-01,1993,5,Indianapolis International Airport,39.7173,-86.294403,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
1010305,STL,SLC,"St. Louis, MO","Salt Lake City, UT",1999-02-01,1999,2,St Louis Lambert International Airport,38.748697,-90.370003,Salt Lake City International Airport,40.785749,-111.979746
611351,SLC,PDX,"Salt Lake City, UT","Portland, OR",1998-11-01,1998,11,Salt Lake City International Airport,40.785749,-111.979746,Portland International Airport,45.58869934,-122.5979996
