origin,destination,count
ORD_3,BOS_4,53054
ORD_3,MSP_4,64008
PIT_3,DTW_4,16412
JFK_3,CLE_4,7853
PIT_3,MCO_4,20671
ORD_3,DFW_4,58408
LGA_3,ORD_4,76390
LGA_3,MIA_4,63157
DFW_3,TPA_4,28445
BOS_3,LAX_4,22760
IAD_3,PIT_4,12143
SFO_3,SEA_4,54618
TPA_3,ATL_4,64473
LGA_3,MEM_4,7282
EWR_3,CVG_4,10418
CLE_3,BOS_4,11635
ORD_3,BWI_4,26403
STL_3,MSP_4,21534
IAD_3,IAH_4,3386
CVG_3,BOS_4,11517
LAX_3,MSP_4,24925
DCA_3,IND_4,8246
DTW_3,PHL_4,19043
PHL_3,DCA_4,106
IAD_3,CLE_4,4521
SLC_3,IAH_4,6986
JFK_3,ATL_4,6222
SLC_3,MCO_4,5543
LGA_3,STL_4,17966
CLT_3,TPA_4,18892
LAX_3,MEM_4,10705
PIT_3,DCA_4,15967
SEA_3,PHX_4,17036
PIT_3,MEM_4,3660
IAD_3,SLC_4,7536
JFK_3,BOS_4,17454
LGA_3,PIT_4,19303
LAX_3,MIA_4,31888
LGA_3,PHL_4,133
JFK_3,MIA_4,27042
STL_3,LAX_4,21195
DTW_3,LAS_4,11598
SEA_3,JFK_4,8842
SFO_3,MIA_4,6923
BWI_3,ATL_4,26564
CLE_3,IAD_4,4867
CVG_3,ATL_4,21198
DCA_3,CVG_4,11688
TPA_3,BWI_4,16052
JFK_3,LAS_4,8701
MEM_3,DFW_4,21117
MIA_3,DTW_4,14494
IAH_3,MIA_4,23170
PHX_3,CLE_4,8600
CVG_3,PIT_4,12089
MIA_3,MCO_4,29554
PHL_3,CLE_4,12274
SFO_3,IAH_4,19024
CVG_3,TPA_4,9920
MIA_3,LGA_4,69013
CLE_3,LGA_4,15113
ATL_3,TPA_4,69029
DFW_3,LAS_4,52501
CLE_3,STL_4,7178
LAS_3,ORD_4,41764
BWI_3,JFK_4,3037
DFW_3,BOS_4,30148
MIA_3,LAX_4,30985
PHX_3,CLT_4,5510
LAS_3,PHL_4,3498
IAH_3,MSP_4,7001
SFO_3,ORD_4,60751
MIA_3,JFK_4,29938
PHL_3,DTW_4,16481
SFO_3,IAD_4,23163
DTW_3,BWI_4,12144
LAS_3,BWI_4,1856
LAS_3,MSP_4,19894
EWR_3,CLT_4,20085
IAD_3,MIA_4,9158
BWI_3,LAS_4,1467
MSP_3,LAX_4,25631
DFW_3,BWI_4,14142
DTW_3,SLC_4,134
TPA_3,IAH_4,10402
PHX_3,BOS_4,1963
IAH_3,MCO_4,17595
LAS_3,CLE_4,5847
MIA_3,PHL_4,25181
IAD_3,ORD_4,19171
DFW_3,PIT_4,15388
MIA_3,ORD_4,35219
IAH_3,MEM_4,2961
MIA_3,MSP_4,11853
TPA_3,MIA_4,27889
EWR_3,MEM_4,3402
CLE_3,SFO_4,5589
PHX_3,BWI_4,11060
TPA_3,EWR_4,23486
SFO_3,PHL_4,7363
MIA_3,MEM_4,6264
STL_3,BWI_4,10091
ORD_3,TPA_4,29249
LAS_3,MEM_4,3934
DTW_3,IAD_4,10487
STL_3,CLE_4,7353
SEA_3,DTW_4,8865
LAS_3,PHX_4,92824
ATL_3,DTW_4,43401
ATL_3,PHL_4,44124
EWR_3,MSP_4,9887
LAS_3,ATL_4,8753
MIA_3,DFW_4,36084
CLT_3,BOS_4,20270
BWI_3,PHL_4,1353
SFO_3,EWR_4,19533
LAS_3,PIT_4,3559
BWI_3,IND_4,3029
BWI_3,STL_4,9854
IAH_3,PHX_4,21042
CLE_3,CLT_4,9417
IAD_3,PHL_4,5460
DTW_3,IAH_4,6361
MIA_3,CVG_4,7452
BOS_3,ATL_4,51980
STL_3,SLC_4,10465
CLT_3,BWI_4,13588
IAH_3,PIT_4,7231
PHL_3,MIA_4,23210
STL_3,CLT_4,7911
PIT_3,STL_4,10247
MIA_3,DCA_4,30236
STL_3,BOS_4,17474
MSP_3,MCO_4,18927
PIT_3,TPA_4,18497
IAH_3,ORD_4,27926
SLC_3,SFO_4,16658
CLE_3,TPA_4,8284
BOS_3,EWR_4,50374
SEA_3,ATL_4,23986
IAH_3,PHL_4,12685
MIA_3,IAH_4,23294
EWR_3,MIA_4,26964
ORD_3,IND_4,24346
SLC_3,CVG_4,16246
MSP_3,LGA_4,16158
ORD_3,SEA_4,42024
MIA_3,IAD_4,9078
CLT_3,ATL_4,36127
LAS_3,BOS_4,1553
PHX_3,CVG_4,4469
STL_3,PIT_4,11079
CVG_3,PHX_4,7475
TPA_3,DTW_4,17392
MIA_3,EWR_4,28754
IAH_3,CLT_4,7740
PHL_3,MSP_4,8981
PHX_3,DFW_4,48198
DFW_3,ATL_4,65791
ORD_3,STL_4,54649
DTW_3,SFO_4,15078
EWR_3,CLE_4,15456
MIA_3,PIT_4,9765
IAH_3,EWR_4,20464
MSP_3,DFW_4,19542
EWR_3,LAX_4,24638
DTW_3,MCO_4,27635
SEA_3,CVG_4,2815
MSP_3,DCA_4,17557
BWI_3,LGA_4,7517
SFO_3,LAS_4,19586
CLE_3,MSP_4,8378
IAH_3,IAD_4,3127
EWR_3,DFW_4,26864
DTW_3,TPA_4,19987
PHL_3,BWI_4,3017
PHL_3,SFO_4,7471
MSP_3,CVG_4,8326
LAS_3,DFW_4,54788
STL_3,SEA_4,5447
CLE_3,CVG_4,7401
MSP_3,CLT_4,3780
PHL_3,STL_4,13564
LAS_3,DCA_4,72
MSP_3,CLE_4,8593
DFW_3,CLT_4,18134
ORD_3,JFK_4,10371
ORD_3,LAS_4,40248
MSP_3,IND_4,6718
IAH_3,DFW_4,70942
MSP_3,IAH_4,6576
BOS_3,MSP_4,20966
MSP_3,IAD_4,3182
DFW_3,SFO_4,45440
IAH_3,DTW_4,6358
PHL_3,PHX_4,5431
PHL_3,EWR_4,39
LAS_3,EWR_4,6422
ATL_3,PIT_4,31457
EWR_3,LAS_4,6031
MSP_3,EWR_4,10242
STL_3,ATL_4,33345
LAS_3,IAH_4,9429
CLE_3,MIA_4,7456
LAS_3,DTW_4,13158
PHL_3,PIT_4,29318
ATL_3,DFW_4,62388
EWR_3,BWI_4,8737
BWI_3,MCO_4,25162
SLC_3,STL_4,12287
PHL_3,BOS_4,41505
ATL_3,BOS_4,54677
BOS_3,DFW_4,35311
DFW_3,CVG_4,13391
MSP_3,DTW_4,31944
CVG_3,STL_4,7093
CLE_3,ORD_4,35219
IAH_3,IND_4,5358
SFO_3,IND_4,2587
SEA_3,CLE_4,113
MIA_3,STL_4,15337
CLE_3,PHX_4,7824
LAS_3,JFK_4,9710
BOS_3,ORD_4,50341
DFW_3,CLE_4,7883
MIA_3,SFO_4,6562
EWR_3,MCO_4,43207
MSP_3,LAS_4,20905
IAH_3,LAX_4,28936
PHX_3,ATL_4,15955
LAS_3,LAX_4,66899
CLE_3,PIT_4,14404
SLC_3,MSP_4,15784
SFO_3,LAX_4,141678
SLC_3,DFW_4,34569
PHL_3,ATL_4,45080
DTW_3,STL_4,23317
IAH_3,LGA_4,13979
PHL_3,ORD_4,37215
ATL_3,PHX_4,15298
EWR_3,ATL_4,48436
CVG_3,SEA_4,2272
MIA_3,SEA_4,0
BOS_3,DTW_4,22028
DFW_3,DCA_4,30078
LAS_3,IND_4,3604
ATL_3,JFK_4,6164
CLE_3,MCO_4,16813
BWI_3,LAX_4,7190
TPA_3,MSP_4,12107
SFO_3,JFK_4,51638
IAH_3,DCA_4,17130
IAH_3,JFK_4,8839
MSP_3,BWI_4,3483
DFW_3,JFK_4,11765
MSP_3,JFK_4,3041
STL_3,SFO_4,14494
TPA_3,IAD_4,12025
MSP_3,BOS_4,17529
SLC_3,LAS_4,21409
IAH_3,LAS_4,9118
EWR_3,LGA_4,220
CLE_3,PHL_4,12813
SEA_3,CLT_4,1793
PHL_3,TPA_4,20479
CVG_3,SFO_4,4660
IAD_3,MSP_4,2722
MSP_3,ATL_4,14874
SEA_3,DFW_4,23001
MIA_3,TPA_4,28399
DFW_3,SEA_4,26224
PHX_3,DTW_4,20937
LAX_3,TPA_4,6761
DCA_3,PIT_4,17132
CVG_3,ORD_4,22702
STL_3,DTW_4,23122
JFK_3,STL_4,7994
ATL_3,ORD_4,66102
TPA_3,DFW_4,27479
SLC_3,SEA_4,15147
PHX_3,MEM_4,5156
MEM_3,PHX_4,4065
MEM_3,PIT_4,3765
DTW_3,CLE_4,9220
CLT_3,DTW_4,11355
DFW_3,PHL_4,18897
PHX_3,JFK_4,15195
CLE_3,DCA_4,14780
SFO_3,CVG_4,5332
STL_3,DCA_4,25597
IAH_3,BOS_4,6365
LAX_3,BWI_4,6727
LAS_3,STL_4,15599
IAD_3,LGA_4,12218
ORD_3,SFO_4,64102
MEM_3,IND_4,7929
BWI_3,IAD_4,216
SFO_3,CLE_4,6557
MEM_3,IAH_4,3219
MEM_3,SEA_4,2705
STL_3,PHX_4,27109
ATL_3,CLT_4,34513
CVG_3,MIA_4,7122
MSP_3,PHL_4,9412
MSP_3,PHX_4,35726
IND_3,ATL_4,20663
BWI_3,PIT_4,16693
JFK_3,SFO_4,47411
DTW_3,SEA_4,8182
PHX_3,IND_4,6997
PHL_3,IAH_4,12423
PIT_3,SFO_4,12784
EWR_3,PIT_4,20116
IND_3,DCA_4,9734
CLT_3,DFW_4,17260
SLC_3,LAX_4,28979
MEM_3,PHL_4,5613
PHX_3,LAS_4,100827
SFO_3,CLT_4,8714
MEM_3,MCO_4,14217
STL_3,DFW_4,27118
BWI_3,TPA_4,12966
LAX_3,BOS_4,24987
CVG_3,MSP_4,9127
IND_3,CLT_4,8534
BWI_3,EWR_4,9220
BWI_3,DTW_4,13191
PHL_3,MEM_4,5061
CLT_3,IAH_4,7247
TPA_3,LAX_4,6271
MEM_3,LAX_4,9373
JFK_3,SLC_4,6652
SEA_3,IAD_4,4572
BOS_3,IAH_4,6212
IND_3,CVG_4,10087
MEM_3,LGA_4,7926
PHX_3,LAX_4,108348
BOS_3,PHX_4,2124
MEM_3,MIA_4,6771
PIT_3,SEA_4,7580
DCA_3,BOS_4,58063
LAS_3,SEA_4,7984
LAX_3,ATL_4,54933
MEM_3,ORD_4,19833
IAH_3,BWI_4,3523
IND_3,BWI_4,3314
CLE_3,LAS_4,5207
TPA_3,DCA_4,15821
EWR_3,PHX_4,8829
MEM_3,LAS_4,3561
ORD_3,IAD_4,22474
CLT_3,EWR_4,21075
ATL_3,LAS_4,7908
EWR_3,IND_4,3885
SLC_3,BOS_4,9093
MEM_3,MSP_4,23401
DTW_3,BOS_4,23360
IND_3,CLE_4,10550
MSP_3,ORD_4,63083
MEM_3,SFO_4,6541
DTW_3,ATL_4,43154
SEA_3,EWR_4,3613
DTW_3,LGA_4,22948
LAS_3,SLC_4,22073
DTW_3,PIT_4,17408
ORD_3,LGA_4,75939
MEM_3,EWR_4,3689
EWR_3,JFK_4,287
LAX_3,CLE_4,9404
BOS_3,MIA_4,24837
MIA_3,ATL_4,73420
DCA_3,STL_4,24453
CLT_3,CVG_4,4195
CLT_3,CLE_4,10500
MSP_3,MIA_4,11825
IAH_3,SEA_4,4646
IAH_3,CLE_4,8860
IND_3,DTW_4,18060
IAD_3,MCO_4,16880
STL_3,CVG_4,7050
BWI_3,IAH_4,3499
MEM_3,DTW_4,15919
MSP_3,MEM_4,22089
DFW_3,DTW_4,23131
BOS_3,PHL_4,40514
ATL_3,MSP_4,12955
IAH_3,SFO_4,19668
LAX_3,CLT_4,11013
MIA_3,BWI_4,10670
DFW_3,PHX_4,45230
PHX_3,EWR_4,8506
CLT_3,JFK_4,2264
DCA_3,ATL_4,55003
EWR_3,SEA_4,3806
CVG_3,PHL_4,12972
MIA_3,BOS_4,29825
ATL_3,EWR_4,49181
SLC_3,ATL_4,23876
EWR_3,ORD_4,55400
ORD_3,SLC_4,25676
DCA_3,TPA_4,13390
MIA_3,CLT_4,15335
SFO_3,DFW_4,45229
TPA_3,IND_4,6369
IAH_3,STL_4,5476
MEM_3,IAD_4,141
CLT_3,DCA_4,19843
PHX_3,IAH_4,21135
PHL_3,IAD_4,5189
CLT_3,IND_4,7718
JFK_3,TPA_4,11755
IND_3,DFW_4,11934
SLC_3,IAD_4,7776
DTW_3,DCA_4,22520
ATL_3,IND_4,20515
DTW_3,IND_4,16263
BOS_3,IAD_4,16920
IAH_3,TPA_4,10819
MEM_3,STL_4,8164
TPA_3,MEM_4,9411
SFO_3,DTW_4,15804
SEA_3,IAH_4,4598
IAH_3,SLC_4,7294
PHX_3,ORD_4,59931
PHX_3,IAD_4,6183
LAS_3,SFO_4,20541
ORD_3,LAX_4,88093
BWI_3,MIA_4,8943
BOS_3,CLT_4,21687
MIA_3,CLE_4,6616
LAX_3,CVG_4,11985
PHL_3,CLT_4,19345
CLE_3,LAX_4,7324
MEM_3,TPA_4,8837
PHX_3,MSP_4,35440
ORD_3,IAH_4,27763
LAX_4,BOS_5,25051
ORD_4,EWR_5,54391
LAX_4,PIT_5,14813
LAX_4,STL_5,21605
DFW_4,LAX_5,65799
CLE_4,CVG_5,6950
CLE_4,DTW_5,9043
LAX_4,DFW_5,62218
BOS_4,MSP_5,19425
SFO_4,PIT_5,12067
PIT_4,LAX_5,14759
ORD_4,IAD_5,21734
CVG_4,MEM_5,3383
LAX_4,SFO_5,129145
PHL_4,IAH_5,11408
CVG_4,MIA_5,6097
EWR_4,DFW_5,25112
STL_4,SEA_5,6533
IAD_4,LAX_5,31785
BOS_4,CLT_5,20905
LAX_4,SLC_5,24934
LAX_4,BWI_5,7361
IAD_4,EWR_5,10073
BWI_4,ORD_5,26070
STL_4,MIA_5,12744
LAS_4,IAH_5,8912
CVG_4,SFO_5,4399
LAX_4,DCA_5,98
LAX_4,CLE_5,9014
PIT_4,PHL_5,29134
TPA_4,STL_5,14333
LAX_4,SEA_5,50010
ORD_4,JFK_5,9302
LAS_4,EWR_5,7134
PIT_4,LGA_5,20630
ATL_4,JFK_5,6930
LAX_4,CLT_5,11978
PIT_4,PHX_5,9329
STL_4,PHL_5,13343
IAD_4,MSP_5,2913
LAX_4,JFK_5,92367
SEA_4,CLT_5,1812
SFO_4,PHX_5,30532
DTW_4,MIA_5,11387
STL_4,PIT_5,11768
CVG_4,PHX_5,6699
LAX_4,IAH_5,30132
LAS_4,SFO_5,17767
PHL_4,IND_5,7224
ORD_4,IND_5,23278
SEA_4,ATL_5,22289
CLE_4,DFW_5,7364
LAX_4,MCO_5,10598
PIT_4,MEM_5,3428
LAX_4,MEM_5,9569
LAS_4,PHL_5,3294
LAS_4,ORD_5,40307
PHL_4,IAD_5,4193
DFW_4,LAS_5,50283
STL_4,PHX_5,23197
LAX_4,MIA_5,31715
CVG_4,LGA_5,15765
EWR_4,BOS_5,51011
IAD_4,JFK_5,3460
LAX_4,LAS_5,62861
LAS_4,SEA_5,7687
PIT_4,MSP_5,8255
PIT_4,STL_5,10809
ATL_4,SFO_5,29862
PIT_4,SLC_5,113
ATL_4,CLE_5,20981
LAS_4,PIT_5,3072
CVG_4,LAX_5,8233
BOS_4,PHL_5,40719
IAD_4,IAH_5,3347
ATL_4,LAX_5,50439
BWI_4,PHL_5,1476
IAD_4,IND_5,2147
LAS_4,PHX_5,84165
LAX_4,IND_5,5484
ORD_4,IAH_5,23601
CVG_4,PHL_5,12562
DTW_4,DCA_5,21304
IAD_4,MCO_5,16411
PIT_4,TPA_5,16645
PIT_4,MIA_5,9607
LAX_4,PHX_5,103395
STL_4,ORD_5,53217
PIT_4,SFO_5,12953
ATL_4,LAS_5,7856
SLC_4,MSP_5,11670
PIT_4,SEA_5,8070
LAS_4,LAX_5,59567
BOS_4,ORD_5,52623
CVG_4,MCO_5,11996
LAX_4,ORD_5,86525
BOS_4,PIT_5,18365
LAX_4,PHL_5,11330
LAS_4,JFK_5,9864
BOS_4,PHX_5,3678
BOS_4,SFO_5,12890
CVG_4,IND_5,7421
LAS_4,IND_5,3655
CVG_4,MSP_5,8393
LAX_4,DTW_5,18433
ORD_4,DCA_5,50701
TPA_4,LAX_5,6440
DTW_4,MEM_5,15379
LAX_4,ATL_5,50959
DFW_4,LGA_5,44311
ORD_4,DTW_5,64750
CVG_4,SEA_5,2441
CVG_4,PIT_5,12622
LAS_4,MSP_5,18144
LAX_4,MSP_5,20167
ORD_4,DFW_5,51977
PIT_4,ORD_5,27947
CVG_4,ORD_5,20860
LAX_4,IAD_5,33006
PIT_4,MCO_5,19547
IAD_4,MEM_5,66
LAS_4,SLC_5,19872
SFO_4,PHL_5,7353
STL_4,MSP_5,19029
IAD_4,LGA_5,13169
LAS_4,STL_5,14142
LAS_4,LGA_5,123
CLE_4,DCA_5,14921
DFW_4,STL_5,24520
LAX_4,EWR_5,30820
CVG_4,JFK_5,1931
IAD_4,MIA_5,7516
LAS_4,MEM_5,3723
LAX_4,CVG_5,12035
CVG_4,ATL_5,17808
BOS_4,SLC_5,6209
BWI_4,IAH_5,3497
STL_4,CVG_5,6643
MIA_4,ATL_5,66080
CLT_4,CVG_5,4557
PHX_4,IAD_5,5019
MSP_4,MIA_5,7255
MEM_4,TPA_5,7119
TPA_4,MEM_5,9239
CLT_4,DCA_5,20465
PHX_4,IAH_5,16231
MEM_4,STL_5,6465
SLC_4,IAD_5,6369
MEM_4,SFO_5,6167
MEM_4,SEA_5,2607
EWR_4,PHL_5,65
ATL_4,CLT_5,32373
CLT_4,DFW_5,14057
DTW_4,SEA_5,8695
PHX_4,IND_5,6118
MIA_4,BOS_5,26844
MEM_4,PIT_5,3608
MSP_4,MEM_5,17525
MIA_4,BWI_5,10006
EWR_4,MSP_5,10314
MIA_4,DFW_5,32062
CLT_4,BOS_5,20525
BWI_4,IND_5,3000
MIA_4,DCA_5,27293
DTW_4,SFO_5,14018
PHL_4,MIA_5,20529
MIA_4,CVG_5,7025
BOS_4,ATL_5,51666
CLT_4,BWI_5,12918
STL_4,CLT_5,8350
PHX_4,DTW_5,18520
CLE_4,LAX_5,7026
MIA_4,CLT_5,15548
MIA_4,CLE_5,5971
DFW_4,PHX_5,35953
CLT_4,CLE_5,11678
PHX_4,EWR_5,8263
EWR_4,JFK_5,383
EWR_4,ORD_5,55842
SLC_4,SEA_5,15613
ATL_4,ORD_5,69319
MEM_4,PHX_5,3066
BWI_4,DTW_5,13709
DTW_4,BOS_5,24065
MEM_4,LAS_5,2862
DFW_4,PHL_5,17154
MEM_4,IND_5,7448
STL_4,DTW_5,23709
EWR_4,PIT_5,20661
PHX_4,MEM_5,4326
MSP_4,PHX_5,19923
MEM_4,IAH_5,2431
MEM_4,IAD_5,55
CLT_4,IND_5,7388
DTW_4,PIT_5,15970
PHX_4,MSP_5,23875
MEM_4,EWR_5,3811
BWI_4,MIA_5,8619
MEM_4,DTW_5,16193
EWR_4,SEA_5,2864
CLT_4,JFK_5,2729
CLT_4,IAH_5,7021
MEM_4,LAX_5,9165
MSP_4,PHL_5,8909
MEM_4,LGA_5,8166
DTW_4,CLE_5,8496
CLT_4,DTW_5,11861
PHX_4,JFK_5,15512
STL_4,DCA_5,25642
MEM_4,PHL_5,5245
PHX_4,LAS_5,92001
CLE_4,LAS_5,4880
MEM_4,ORD_5,19064
EWR_4,PHX_5,8839
ATL_4,PHL_5,44969
CLT_4,EWR_5,23404
MEM_4,MSP_5,20080
MEM_4,MIA_5,5210
MSP_4,ORD_5,55980
MEM_4,MCO_5,12672
STL_4,DFW_5,23643
PHL_4,MEM_5,4521
BWI_4,EWR_5,10152
PHX_4,LAX_5,103651
EWR_4,IND_5,3789
SLC_4,BOS_5,7893
ATL_4,MSP_5,13872
MSP_4,MCO_5,13413
PHX_4,DFW_5,40354
STL_4,ATL_5,30554
CLE_4,MCO_5,14972
CLE_4,ORD_5,31665
BWI_4,LAX_5,8012
MSP_4,BWI_5,3263
DFW_4,SEA_5,25849
TPA_4,MSP_5,10650
MSP_4,BOS_5,17812
CLE_4,PHL_5,11958
MSP_4,JFK_5,3554
PHL_4,TPA_5,18033
MSP_4,ATL_5,13698
EWR_4,LGA_5,307
MIA_4,TPA_5,26349
DTW_4,STL_5,22930
PHX_4,ATL_5,13688
MIA_4,STL_5,13252
CLE_4,PHX_5,6249
PHL_4,ORD_5,37557
MSP_4,CLE_5,8404
MIA_4,SFO_5,6337
PHL_4,STL_5,14522
PHL_4,SFO_5,7462
MSP_4,IAD_5,3223
PHL_4,PHX_5,5060
MSP_4,IAH_5,4613
ATL_4,PIT_5,31332
MSP_4,EWR_5,10008
EWR_4,LAS_5,6610
MSP_4,DTW_5,29394
CLE_4,MIA_5,6066
PHL_4,PIT_5,28446
SLC_4,STL_5,8871
MSP_4,IND_5,6624
MSP_4,DFW_5,16106
BWI_4,LGA_5,9514
MSP_4,DCA_5,16633
EWR_4,LAX_5,27009
CLE_4,MSP_5,8320
DTW_4,TPA_5,16945
MSP_4,CVG_5,6975
BWI_4,MCO_5,24244
MSP_4,CLT_5,3966
EWR_4,MCO_5,43274
MSP_4,LAS_5,18206
MIA_4,SEA_5,0
CLE_4,STL_5,7114
BWI_4,JFK_5,3415
MIA_4,LAX_5,30474
PHX_4,CLT_5,5433
SLC_4,SFO_5,14613
MIA_4,JFK_5,36034
MIA_4,IND_5,100
DFW_4,PIT_5,14691
STL_4,CLE_5,7158
CLE_4,TPA_5,6770
SLC_4,CVG_5,14704
MIA_4,IAH_5,20525
EWR_4,MIA_5,26765
MIA_4,IAD_5,9163
MSP_4,LGA_5,16059
CLT_4,ATL_5,33175
PHX_4,CVG_5,4278
MIA_4,EWR_5,30971
PHL_4,MSP_5,8983
EWR_4,ATL_5,50936
MIA_4,LGA_5,72861
CLE_4,LGA_5,15472
MIA_4,MCO_5,30287
CLE_4,PIT_5,13431
SLC_4,DFW_5,23752
ATL_4,PHX_5,12625
MIA_4,PIT_5,9203
BWI_4,LAS_5,1627
STL_4,BOS_5,17308
MSP_4,LAX_5,20311
MIA_4,PHL_5,23331
PHX_4,BOS_5,4395
MIA_4,DTW_5,12769
MIA_4,ORD_5,34253
MIA_4,MSP_5,8826
CLE_4,SFO_5,5100
PHX_4,BWI_5,10731
MIA_4,MEM_5,5284
EWR_4,MEM_5,3869
STL_4,BWI_5,9935
ATL_4,TPA_5,62059
DTW_4,BWI_5,12124
PHX_4,CLE_5,7603
TPA_4,MIA_5,26678
LAX_4,TPA_5,6388
SLC_4,ATL_5,18734
CLE_4,JFK_5,7727
BWI_4,ATL_5,26765
EWR_4,IAD_5,10507
DTW_4,PHL_5,17438
LGA_4,ORD_5,77682
PIT_4,DFW_5,14626
LGA_4,MSP_5,17156
ORD_4,BOS_5,55829
PIT_4,DTW_5,15925
LGA_4,MIA_5,65936
CVG_4,BOS_5,11467
SFO_4,SEA_5,49229
LGA_4,MEM_5,7503
ORD_4,BWI_5,26776
ATL_4,MCO_5,90500
LGA_4,MCO_5,42336
TPA_4,LGA_5,21403
CVG_4,BWI_5,4517
PIT_4,EWR_5,20654
DTW_4,ORD_5,62183
CLE_4,IAD_5,4190
LGA_4,IND_5,5413
STL_4,LAX_5,22466
LGA_4,PHL_5,176
CLT_4,SFO_5,8176
SFO_4,SLC_5,13917
MCO_4,BWI_5,24442
MCO_4,BOS_5,23328
IAD_4,BWI_5,158
ORD_4,ATL_5,61793
MCO_4,ATL_5,89709
STL_4,LAS_5,14123
BWI_4,BOS_5,22100
CLT_4,STL_5,9081
TPA_4,PHL_5,18398
PIT_4,CVG_5,13550
LGA_4,TPA_5,20335
IAD_4,CLE_5,4518
SLC_4,IAH_5,3878
LGA_4,STL_5,19603
CLT_4,TPA_5,17028
PIT_4,DCA_5,15415
LGA_4,PIT_5,20644
IAD_4,CLT_5,32
DFW_4,MEM_5,18860
BOS_4,CLE_5,11971
LGA_4,IAH_5,13721
PIT_4,IND_5,11916
LGA_4,CLE_5,15515
DFW_4,MCO_5,35357
LGA_4,BWI_5,10124
ATL_4,CVG_5,20787
CVG_4,DTW_5,13249
SLC_4,ORD_5,21329
PIT_4,JFK_5,8449
EWR_4,DTW_5,22288
LGA_4,BOS_5,90536
PHL_4,JFK_5,7680
ATL_4,LGA_5,66973
DTW_4,CVG_5,13642
PIT_4,LAS_5,3753
LGA_4,ATL_5,63941
CVG_4,EWR_5,12264
IAD_4,DTW_5,10673
STL_4,MEM_5,6512
ORD_4,CVG_5,21215
CVG_4,DFW_5,12977
LGA_4,CLT_5,23918
DTW_4,MSP_5,28912
BOS_4,STL_5,16631
STL_4,LGA_5,19069
CVG_4,CLE_5,6453
PHL_4,LAS_5,2874
CLE_4,EWR_5,13376
LGA_4,IAD_5,12655
IAD_4,DCA_5,0
LGA_4,EWR_5,36
BOS_4,TPA_5,12539
LGA_4,DTW_5,23304
DFW_4,MIA_5,30499
CVG_4,CLT_5,4241
PIT_4,IAD_5,6361
LGA_4,DFW_5,44434
IAD_4,DFW_5,17243
STL_4,MCO_5,17066
CVG_4,DCA_5,13596
PIT_4,IAH_5,6707
ORD_4,CLT_5,20304
LGA_4,DCA_5,80476
LGA_4,CVG_5,13027
ORD_4,CLE_5,31539
PHX_4,ORD_5,53810
MCO_4,CLE_5,14321
MCO_4,CLT_5,22489
MSP_4,SEA_5,22221
CLT_4,MCO_5,21609
PHX_4,SEA_5,12525
MCO_4,SLC_5,4414
BOS_4,BWI_5,20362
EWR_4,STL_5,12045
CLT_4,MEM_5,4674
MCO_4,PIT_5,17302
MCO_4,PHL_5,30924
PHX_4,SFO_5,29940
CLT_4,MIA_5,14345
CLE_4,IND_5,8991
MCO_4,ORD_5,40590
MCO_4,MSP_5,14122
BWI_4,CVG_5,3496
ATL_4,MIA_5,62085
EWR_4,TPA_5,20773
DTW_4,PHX_5,14824
MSP_4,SFO_5,18891
EWR_4,IAH_5,19299
MCO_4,MIA_5,34971
STL_4,IAD_5,5126
PHL_4,MCO_5,30066
MEM_4,DFW_5,17791
MEM_4,DCA_5,8265
MSP_4,PIT_5,8118
MEM_4,CVG_5,3639
BWI_4,DFW_5,13718
MEM_4,CLT_5,4322
EWR_4,SFO_5,18913
CLT_4,LAX_5,10571
STL_4,EWR_5,12124
ATL_4,SEA_5,18694
PHX_4,PHL_5,5556
MEM_4,BOS_5,7447
ATL_4,BWI_5,28329
MEM_4,ATL_5,23302
DFW_4,ORD_5,54792
CLT_4,LGA_5,24628
BWI_4,DCA_5,664
MCO_4,TPA_5,6138
PHX_4,PIT_5,9727
MCO_4,STL_5,17278
PHX_4,SLC_5,19493
CLT_4,MSP_5,3840
MCO_4,MEM_5,13186
MCO_4,EWR_5,42600
CLE_4,IAH_5,7631
MCO_4,DTW_5,25950
PIT_4,BWI_5,15348
CLT_4,PIT_5,12781
PHL_4,LAX_5,10533
MCO_4,DFW_5,38482
BWI_4,CLE_5,9200
SLC_4,PHX_5,17626
MCO_4,DCA_5,16515
IAD_4,BOS_5,19240
MCO_4,CVG_5,12991
CLT_4,SEA_5,1615
TPA_4,PIT_5,18287
PIT_4,CLE_5,12190
ATL_4,MEM_5,23276
STL_4,JFK_5,7186
BWI_4,MSP_5,3779
PIT_4,CLT_5,15062
PIT_4,BOS_5,16512
CLT_4,PHX_5,4852
TPA_4,MCO_5,9955
MCO_4,IAD_5,16100
PHX_4,STL_5,21730
STL_4,IAH_5,4560
PHL_4,LGA_5,366
DFW_4,SLC_5,23341
MSP_4,SLC_5,10401
MCO_4,LGA_5,42833
DFW_4,MSP_5,17306
CLT_4,ORD_5,21368
BWI_4,CLT_5,14774
MSP_4,TPA_5,8140
MCO_4,LAX_5,9851
MCO_4,JFK_5,16374
IAD_4,ATL_5,15446
CLT_4,PHL_5,20241
PIT_4,ATL_5,29113
STL_4,IND_5,22564
MSP_4,STL_5,18150
SFO_4,STL_5,15149
MCO_4,IND_5,5321
MCO_4,IAH_5,15028
DTW_4,CLT_5,10082
CVG_4,SLC_5,13828
